Transaction Amount,Carbon Volume,Price per Ton,Origin Country,Cross-Border Flag,Buyer Industry,Sudden Transaction Spike,Transaction Hour,Entity Type,Label,company id,nama perusahaan,Nama Perusahaan,Sektor Perusahaan,Alamat,Kontak,NPWP,Situs Web
74334.99,4182.87,17.77,Indonesia,False,Technology,False,15,PT,Normal,IDN-PT-TECHNOLOGY-049,PT Technology Indonesia 049,PT Mekar Elektrik 359,Jasa,"Jl. Melati No. 269, Batam, Kepulauan Riau",0812-359-1259,89.113.877.7-495.249,https://www.mekar-elektrik-359.co.id
12263.22,749.81,16.36,Singapore,True,Consulting,True,22,Foundation,Suspicious,SGP-FOUNDATION-CONSULTING-091,Foundation Consulting Singapore 091,PT Nusantara Energi 360,Energi,"Jl. Merdeka No. 270, Jakarta Pusat, DKI Jakarta",0812-360-1260,90.120.880.8-500.260,https://www.nusantara-energi-360.co.id
27361.13,2043.65,13.39,UK,False,Manufacturing,False,13,PT,Normal,UK-PT-MANUFACTURING-147,PT Manufacturing UK 147,PT Satria Digital 361,Manufaktur,"Jl. Sudirman No. 271, Bandung, Jawa Barat",0812-361-1261,91.127.883.0-505.271,https://www.satria-digital-361.co.id
48720.84,2749.35,17.72,USA,True,Energy,False,10,CV,Normal,USA-CV-ENERGY-154,CV Energy USA 154,PT Bumi Manufaktur 362,Teknologi,"Jl. Thamrin No. 272, Surabaya, Jawa Timur",0812-362-1262,92.134.886.1-510.282,https://www.bumi-manufaktur-362.co.id
65879.98,4755.46,13.85,Indonesia,True,Energy,False,17,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Arunika Kesehatan 363,Kesehatan,"Jl. Gatot Subroto No. 273, Yogyakarta, DI Yogyakarta",0812-363-1263,93.141.889.2-515.293,https://www.arunika-kesehatan-363.co.id
67078.19,4280.68,15.67,Malaysia,False,Manufacturing,False,12,CV,Normal,MYS-CV-MANUFACTURING-060,CV Manufacturing Malaysia 060,PT Mandiri Keuangan 364,Keuangan,"Jl. Diponegoro No. 274, Semarang, Jawa Tengah",0812-364-1264,94.148.892.3-520.304,https://www.mandiri-keuangan-364.co.id
304098.49,15701.78,19.37,Singapore,True,Holding Company,False,23,Foundation,Suspicious,SGP-FOUNDATION-HOLDING_COMPANY-092,Foundation Holding Company Singapore 092,PT Samudra Logistik 365,Transportasi,"Jl. Pahlawan No. 275, Denpasar, Bali",0812-365-1265,95.155.895.4-525.315,https://www.samudra-logistik-365.co.id
34016.44,3013.17,11.29,Indonesia,False,Consulting,False,20,Foundation,Suspicious,IDN-FOUNDATION-CONSULTING-029,Foundation Consulting Indonesia 029,PT Garuda Teknologi 366,Telekomunikasi,"Jl. Asia Afrika No. 276, Makassar, Sulawesi Selatan",0812-366-1266,96.162.898.5-530.326,https://www.garuda-teknologi-366.co.id
6435.31,589.32,10.92,Indonesia,True,Energy,False,17,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Sejahtera Agro 367,Agrikultur,"Jl. Kebon Jeruk No. 277, Medan, Sumatera Utara",0812-367-1267,97.169.901.6-535.337,https://www.sejahtera-agro-367.co.id
41877.53,2481.75,16.87,Indonesia,False,Technology,False,14,PT,Normal,IDN-PT-TECHNOLOGY-049,PT Technology Indonesia 049,PT Cahaya Mineral 368,Pertambangan,"Jl. Cendana No. 278, Balikpapan, Kalimantan Timur",0812-368-1268,98.176.904.7-540.348,https://www.cahaya-mineral-368.co.id
2505.22,137.81,18.18,Indonesia,True,Agriculture,False,11,PT,Normal,IDN-PT-AGRICULTURE-042,PT Agriculture Indonesia 042,PT Mekar Elektrik 369,Jasa,"Jl. Melati No. 279, Batam, Kepulauan Riau",0812-369-1269,99.183.907.8-545.359,https://www.mekar-elektrik-369.co.id
22018.2,1116.43,19.72,Indonesia,False,Agriculture,False,9,PT,Normal,IDN-PT-AGRICULTURE-042,PT Agriculture Indonesia 042,PT Nusantara Energi 370,Energi,"Jl. Merdeka No. 280, Jakarta Pusat, DKI Jakarta",0812-370-1270,10.190.910.0-550.370,https://www.nusantara-energi-370.co.id
43908.8,2911.05,15.08,USA,False,Forestry,False,15,PT,Normal,USA-PT-FORESTRY-164,PT Forestry USA 164,PT Satria Digital 371,Manufaktur,"Jl. Sudirman No. 281, Bandung, Jawa Barat",0812-371-1271,11.197.913.1-555.381,https://www.satria-digital-371.co.id
1231811.79,2988209.95,0.41,Panama,True,Holding Company,True,4,Individual,Red-Flag,PAN-INDIVIDUAL-HOLDING_COMPANY-079,Individual Holding Company Panama 079,PT Bumi Manufaktur 372,Teknologi,"Jl. Thamrin No. 282, Surabaya, Jawa Timur",0812-372-1272,12.204.916.2-560.392,https://www.bumi-manufaktur-372.co.id
6786.15,496.48,13.67,Indonesia,False,Agriculture,False,12,CV,Normal,IDN-CV-AGRICULTURE-024,CV Agriculture Indonesia 024,PT Arunika Kesehatan 373,Kesehatan,"Jl. Gatot Subroto No. 283, Yogyakarta, DI Yogyakarta",0812-373-1273,13.211.919.3-565.403,https://www.arunika-kesehatan-373.co.id
4430.41,346.62,12.78,Singapore,False,Agriculture,False,12,PT,Normal,SGP-PT-AGRICULTURE-102,PT Agriculture Singapore 102,PT Mandiri Keuangan 374,Keuangan,"Jl. Diponegoro No. 284, Semarang, Jawa Tengah",0812-374-1274,14.218.922.4-570.414,https://www.mandiri-keuangan-374.co.id
68583.06,4364.99,15.71,Singapore,False,Manufacturing,False,10,CV,Normal,SGP-CV-MANUFACTURING-089,CV Manufacturing Singapore 089,PT Samudra Logistik 375,Transportasi,"Jl. Pahlawan No. 285, Denpasar, Bali",0812-375-1275,15.225.925.5-575.425,https://www.samudra-logistik-375.co.id
11356.29,670.27,16.94,Singapore,False,Agriculture,False,16,PT,Normal,SGP-PT-AGRICULTURE-102,PT Agriculture Singapore 102,PT Garuda Teknologi 376,Telekomunikasi,"Jl. Asia Afrika No. 286, Makassar, Sulawesi Selatan",0812-376-1276,16.232.928.6-580.436,https://www.garuda-teknologi-376.co.id
21130.71,1336.76,15.81,Indonesia,False,Manufacturing,False,13,PT,Normal,IDN-PT-MANUFACTURING-047,PT Manufacturing Indonesia 047,PT Sejahtera Agro 377,Agrikultur,"Jl. Kebon Jeruk No. 287, Medan, Sumatera Utara",0812-377-1277,17.239.931.7-585.447,https://www.sejahtera-agro-377.co.id
107153.13,9843.22,10.89,Singapore,False,Manufacturing,False,16,CV,Normal,SGP-CV-MANUFACTURING-089,CV Manufacturing Singapore 089,PT Cahaya Mineral 378,Pertambangan,"Jl. Cendana No. 288, Balikpapan, Kalimantan Timur",0812-378-1278,18.246.934.8-590.458,https://www.cahaya-mineral-378.co.id
1890695.72,212079.06,8.92,Vietnam,True,Real Estate,False,21,Individual,Suspicious,VIE-INDIVIDUAL-REAL_ESTATE-174,Individual Real Estate Vietnam 174,PT Mekar Elektrik 379,Jasa,"Jl. Melati No. 289, Batam, Kepulauan Riau",0812-379-1279,19.253.937.0-595.469,https://www.mekar-elektrik-379.co.id
10198.64,565.45,18.04,Malaysia,False,Energy,False,16,PT,Normal,MYS-PT-ENERGY-068,PT Energy Malaysia 068,PT Nusantara Energi 380,Energi,"Jl. Merdeka No. 290, Jakarta Pusat, DKI Jakarta",0812-380-1280,20.260.940.1-600.480,https://www.nusantara-energi-380.co.id
56342.73,3764.34,14.97,China,True,Holding Company,False,8,Foundation,Suspicious,CHN-FOUNDATION-HOLDING_COMPANY-012,Foundation Holding Company China 012,PT Satria Digital 381,Manufaktur,"Jl. Sudirman No. 291, Bandung, Jawa Barat",0812-381-1281,21.267.943.2-605.491,https://www.satria-digital-381.co.id
18343.59,970.12,18.91,UK,False,Energy,False,15,PT,Normal,UK-PT-ENERGY-145,PT Energy UK 145,PT Bumi Manufaktur 382,Teknologi,"Jl. Thamrin No. 292, Surabaya, Jawa Timur",0812-382-1282,22.274.946.3-610.502,https://www.bumi-manufaktur-382.co.id
13851.27,938.37,14.76,Indonesia,False,Manufacturing,False,17,PT,Normal,IDN-PT-MANUFACTURING-047,PT Manufacturing Indonesia 047,PT Arunika Kesehatan 383,Kesehatan,"Jl. Gatot Subroto No. 293, Yogyakarta, DI Yogyakarta",0812-383-1283,23.281.949.4-615.513,https://www.arunika-kesehatan-383.co.id
26962.46,1820.92,14.81,Malaysia,False,Technology,False,9,PT,Normal,MYS-PT-TECHNOLOGY-071,PT Technology Malaysia 071,PT Mandiri Keuangan 384,Keuangan,"Jl. Diponegoro No. 294, Semarang, Jawa Tengah",0812-384-1284,24.288.952.5-620.524,https://www.mandiri-keuangan-384.co.id
8120.95,644.66,12.6,China,False,Holding Company,False,21,Individual,Suspicious,CHN-INDIVIDUAL-HOLDING_COMPANY-016,Individual Holding Company China 016,PT Samudra Logistik 385,Transportasi,"Jl. Pahlawan No. 295, Denpasar, Bali",0812-385-1285,25.295.955.6-625.535,https://www.samudra-logistik-385.co.id
6691.59,367.69,18.2,Indonesia,False,Energy,False,12,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Garuda Teknologi 386,Telekomunikasi,"Jl. Asia Afrika No. 296, Makassar, Sulawesi Selatan",0812-386-1286,26.302.958.7-630.546,https://www.garuda-teknologi-386.co.id
10037.6,574.55,17.47,Indonesia,True,Energy,False,14,CV,Normal,IDN-CV-ENERGY-025,CV Energy Indonesia 025,PT Sejahtera Agro 387,Agrikultur,"Jl. Kebon Jeruk No. 297, Medan, Sumatera Utara",0812-387-1287,27.309.961.8-635.557,https://www.sejahtera-agro-387.co.id
69741.95,4849.06,14.38,Indonesia,False,Manufacturing,False,9,PT,Normal,IDN-PT-MANUFACTURING-047,PT Manufacturing Indonesia 047,PT Cahaya Mineral 388,Pertambangan,"Jl. Cendana No. 298, Balikpapan, Kalimantan Timur",0812-388-1288,28.316.964.0-640.568,https://www.cahaya-mineral-388.co.id
283815.86,608068.95,0.47,Cayman Islands,True,Real Estate,True,4,Foundation,Red-Flag,CAY-FOUNDATION-REAL_ESTATE-003,Foundation Real Estate Cayman Islands 003,PT Mekar Elektrik 389,Jasa,"Jl. Melati No. 299, Batam, Kepulauan Riau",0812-389-1289,29.323.967.1-645.579,https://www.mekar-elektrik-389.co.id
353154.26,1174023.66,0.3,UAE,True,Consulting,True,5,LLC,Red-Flag,UAE-LLC-CONSULTING-135,LLC Consulting UAE 135,PT Nusantara Energi 390,Energi,"Jl. Merdeka No. 300, Jakarta Pusat, DKI Jakarta",0812-390-1290,30.330.970.2-650.590,https://www.nusantara-energi-390.co.id
127415.62,9648.25,13.21,Indonesia,True,Real Estate,True,18,Individual,Suspicious,IDN-INDIVIDUAL-REAL_ESTATE-035,Individual Real Estate Indonesia 035,PT Satria Digital 391,Manufaktur,"Jl. Sudirman No. 301, Bandung, Jawa Barat",0812-391-1291,31.337.973.3-655.601,https://www.satria-digital-391.co.id
44180.91,3102.97,14.24,USA,True,Technology,False,11,CV,Normal,USA-CV-TECHNOLOGY-157,CV Technology USA 157,PT Bumi Manufaktur 392,Teknologi,"Jl. Thamrin No. 302, Surabaya, Jawa Timur",0812-392-1292,32.344.976.4-660.612,https://www.bumi-manufaktur-392.co.id
15940.14,1217.31,13.09,Indonesia,False,Agriculture,False,13,PT,Normal,IDN-PT-AGRICULTURE-042,PT Agriculture Indonesia 042,PT Arunika Kesehatan 393,Kesehatan,"Jl. Gatot Subroto No. 303, Yogyakarta, DI Yogyakarta",0812-393-1293,33.351.979.5-665.623,https://www.arunika-kesehatan-393.co.id
143294.93,11309.21,12.67,Indonesia,False,Manufacturing,False,15,PT,Normal,IDN-PT-MANUFACTURING-047,PT Manufacturing Indonesia 047,PT Mandiri Keuangan 394,Keuangan,"Jl. Diponegoro No. 304, Semarang, Jawa Tengah",0812-394-1294,34.358.982.6-670.634,https://www.mandiri-keuangan-394.co.id
21463.31,1247.51,17.2,Indonesia,False,Agriculture,False,9,PT,Normal,IDN-PT-AGRICULTURE-042,PT Agriculture Indonesia 042,PT Samudra Logistik 395,Transportasi,"Jl. Pahlawan No. 305, Denpasar, Bali",0812-395-1295,35.365.985.7-675.645,https://www.samudra-logistik-395.co.id
425518.67,892581.03,0.48,Panama,True,Holding Company,True,1,Individual,Red-Flag,PAN-INDIVIDUAL-HOLDING_COMPANY-079,Individual Holding Company Panama 079,PT Garuda Teknologi 396,Telekomunikasi,"Jl. Asia Afrika No. 306, Makassar, Sulawesi Selatan",0812-396-1296,36.372.988.8-680.656,https://www.garuda-teknologi-396.co.id
30523.32,2831.93,10.78,Singapore,False,Manufacturing,False,17,PT,Normal,SGP-PT-MANUFACTURING-107,PT Manufacturing Singapore 107,PT Sejahtera Agro 397,Agrikultur,"Jl. Kebon Jeruk No. 307, Medan, Sumatera Utara",0812-397-1297,37.379.991.0-685.667,https://www.sejahtera-agro-397.co.id
34120.82,2579.56,13.23,Malaysia,False,Agriculture,False,12,CV,Normal,MYS-CV-AGRICULTURE-057,CV Agriculture Malaysia 057,PT Cahaya Mineral 398,Pertambangan,"Jl. Cendana No. 308, Balikpapan, Kalimantan Timur",0812-398-1298,38.386.994.1-690.678,https://www.cahaya-mineral-398.co.id
18623.02,1053.73,17.67,Indonesia,True,Energy,False,17,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Mekar Elektrik 399,Jasa,"Jl. Melati No. 309, Batam, Kepulauan Riau",0812-399-1299,39.393.997.2-695.689,https://www.mekar-elektrik-399.co.id
31262.0,1792.41,17.44,Indonesia,True,Energy,False,9,Ltd.,Normal,IDN-LTD-ENERGY-038,Ltd. Energy Indonesia 038,PT Nusantara Energi 400,Energi,"Jl. Merdeka No. 310, Jakarta Pusat, DKI Jakarta",0812-400-1300,40.400.100.3-700.700,https://www.nusantara-energi-400.co.id
12659.16,1196.43,10.58,USA,False,Manufacturing,False,15,PT.,Normal,USA-PT-MANUFACTURING-167,PT. Manufacturing USA 167,PT Satria Digital 401,Manufaktur,"Jl. Sudirman No. 311, Bandung, Jawa Barat",0812-401-1301,41.407.103.4-705.711,https://www.satria-digital-401.co.id
18577.31,1248.76,14.88,Indonesia,False,Technology,False,9,PT,Normal,IDN-PT-TECHNOLOGY-049,PT Technology Indonesia 049,PT Bumi Manufaktur 402,Teknologi,"Jl. Thamrin No. 312, Surabaya, Jawa Timur",0812-402-1302,42.414.106.5-710.722,https://www.bumi-manufaktur-402.co.id
30179.34,1787.09,16.89,Indonesia,False,Energy,False,10,Ltd.,Normal,IDN-LTD-ENERGY-038,Ltd. Energy Indonesia 038,PT Arunika Kesehatan 403,Kesehatan,"Jl. Gatot Subroto No. 313, Yogyakarta, DI Yogyakarta",0812-403-1303,43.421.109.6-715.733,https://www.arunika-kesehatan-403.co.id
1033901.65,48478.36,21.33,Indonesia,False,Real Estate,False,23,PT,Suspicious,IDN-PT-REAL_ESTATE-048,PT Real Estate Indonesia 048,PT Mandiri Keuangan 404,Keuangan,"Jl. Diponegoro No. 314, Semarang, Jawa Tengah",0812-404-1304,44.428.112.7-720.744,https://www.mandiri-keuangan-404.co.id
20360794.42,40908524.08,0.5,Cayman Islands,True,Holding Company,True,1,Foundation,Red-Flag,CAY-FOUNDATION-HOLDING_COMPANY-001,Foundation Holding Company Cayman Islands 001,PT Samudra Logistik 405,Transportasi,"Jl. Pahlawan No. 315, Denpasar, Bali",0812-405-1305,45.435.115.8-725.755,https://www.samudra-logistik-405.co.id
12771.73,692.89,18.43,Indonesia,True,Technology,False,15,CV,Normal,IDN-CV-TECHNOLOGY-028,CV Technology Indonesia 028,PT Garuda Teknologi 406,Telekomunikasi,"Jl. Asia Afrika No. 316, Makassar, Sulawesi Selatan",0812-406-1306,46.442.118.0-730.766,https://www.garuda-teknologi-406.co.id
11161.49,564.2,19.78,UK,False,Technology,False,15,PT,Normal,UK-PT-TECHNOLOGY-148,PT Technology UK 148,PT Sejahtera Agro 407,Agrikultur,"Jl. Kebon Jeruk No. 317, Medan, Sumatera Utara",0812-407-1307,47.449.121.1-735.777,https://www.sejahtera-agro-407.co.id
198729.67,695428.28,0.29,Switzerland,True,Holding Company,True,4,Individual,Red-Flag,SWI-INDIVIDUAL-HOLDING_COMPANY-118,Individual Holding Company Switzerland 118,PT Cahaya Mineral 408,Pertambangan,"Jl. Cendana No. 318, Balikpapan, Kalimantan Timur",0812-408-1308,48.456.124.2-740.788,https://www.cahaya-mineral-408.co.id
17762.89,1140.4,15.58,Indonesia,False,Energy,False,15,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Mekar Elektrik 409,Jasa,"Jl. Melati No. 319, Batam, Kepulauan Riau",0812-409-1309,49.463.127.3-745.799,https://www.mekar-elektrik-409.co.id
10179.51,644.65,15.79,Indonesia,True,Forestry,False,12,PT,Normal,IDN-PT-FORESTRY-045,PT Forestry Indonesia 045,PT Nusantara Energi 410,Energi,"Jl. Merdeka No. 320, Jakarta Pusat, DKI Jakarta",0812-410-1310,50.470.130.4-750.810,https://www.nusantara-energi-410.co.id
5540.85,357.16,15.51,Indonesia,False,Energy,False,11,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Satria Digital 411,Manufaktur,"Jl. Sudirman No. 321, Bandung, Jawa Barat",0812-411-1311,51.477.133.5-755.821,https://www.satria-digital-411.co.id
27131.83,2372.87,11.43,Indonesia,False,Energy,False,11,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Bumi Manufaktur 412,Teknologi,"Jl. Thamrin No. 322, Surabaya, Jawa Timur",0812-412-1312,52.484.136.6-760.832,https://www.bumi-manufaktur-412.co.id
156472.47,12115.4,12.92,Vietnam,True,Technology,True,22,Foundation,Suspicious,VIE-FOUNDATION-TECHNOLOGY-172,Foundation Technology Vietnam 172,PT Arunika Kesehatan 413,Kesehatan,"Jl. Gatot Subroto No. 323, Yogyakarta, DI Yogyakarta",0812-413-1313,53.491.139.7-765.843,https://www.arunika-kesehatan-413.co.id
43086.52,2826.43,15.24,Indonesia,False,Agriculture,False,17,PT,Normal,IDN-PT-AGRICULTURE-042,PT Agriculture Indonesia 042,PT Mandiri Keuangan 414,Keuangan,"Jl. Diponegoro No. 324, Semarang, Jawa Tengah",0812-414-1314,54.498.142.8-770.854,https://www.mandiri-keuangan-414.co.id
3827.1,,13.31,Singapore,False,,False,10,,Normal,SGP-UNKNOWN-UNKNOWN-114,Unknown Unknown Singapore 114,PT Samudra Logistik 415,Transportasi,"Jl. Pahlawan No. 325, Denpasar, Bali",0812-415-1315,55.505.145.0-775.865,https://www.samudra-logistik-415.co.id
20642.91,1639.28,12.59,Indonesia,False,Energy,False,13,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Garuda Teknologi 416,Telekomunikasi,"Jl. Asia Afrika No. 326, Makassar, Sulawesi Selatan",0812-416-1316,56.512.148.1-780.876,https://www.garuda-teknologi-416.co.id
28975.01,2285.63,12.68,Indonesia,False,Agriculture,False,16,PT,Normal,IDN-PT-AGRICULTURE-042,PT Agriculture Indonesia 042,PT Sejahtera Agro 417,Agrikultur,"Jl. Kebon Jeruk No. 327, Medan, Sumatera Utara",0812-417-1317,57.519.151.2-785.887,https://www.sejahtera-agro-417.co.id
58269.24,2350.48,24.79,Indonesia,False,Technology,True,18,Foundation,Suspicious,IDN-FOUNDATION-TECHNOLOGY-032,Foundation Technology Indonesia 032,PT Cahaya Mineral 418,Pertambangan,"Jl. Cendana No. 328, Balikpapan, Kalimantan Timur",0812-418-1318,58.526.154.3-790.898,https://www.cahaya-mineral-418.co.id
16182.03,1051.32,15.39,Singapore,False,Forestry,False,9,CV,Normal,SGP-CV-FORESTRY-088,CV Forestry Singapore 088,PT Mekar Elektrik 419,Jasa,"Jl. Melati No. 329, Batam, Kepulauan Riau",0812-419-1319,59.533.157.4-795.909,https://www.mekar-elektrik-419.co.id
8323.57,426.85,19.5,Indonesia,False,Forestry,False,15,PT,Normal,IDN-PT-FORESTRY-045,PT Forestry Indonesia 045,PT Nusantara Energi 420,Energi,"Jl. Merdeka No. 330, Jakarta Pusat, DKI Jakarta",0812-420-1320,60.540.160.5-800.920,https://www.nusantara-energi-420.co.id
57562.36,5189.87,11.09,Malaysia,False,Energy,False,13,PT,Normal,MYS-PT-ENERGY-068,PT Energy Malaysia 068,PT Satria Digital 421,Manufaktur,"Jl. Sudirman No. 331, Bandung, Jawa Barat",0812-421-1321,61.547.163.6-805.931,https://www.satria-digital-421.co.id
13888.0,1070.48,12.97,Indonesia,False,Technology,False,17,CV,Normal,IDN-CV-TECHNOLOGY-028,CV Technology Indonesia 028,PT Bumi Manufaktur 422,Teknologi,"Jl. Thamrin No. 332, Surabaya, Jawa Timur",0812-422-1322,62.554.166.7-810.942,https://www.bumi-manufaktur-422.co.id
63149.52,3888.22,16.24,Indonesia,False,Technology,False,11,PT,Normal,IDN-PT-TECHNOLOGY-049,PT Technology Indonesia 049,PT Arunika Kesehatan 423,Kesehatan,"Jl. Gatot Subroto No. 333, Yogyakarta, DI Yogyakarta",0812-423-1323,63.561.169.8-815.953,https://www.arunika-kesehatan-423.co.id
545784.49,28265.17,19.31,Vietnam,False,Real Estate,False,18,PT,Suspicious,VIE-PT-REAL_ESTATE-178,PT Real Estate Vietnam 178,PT Mandiri Keuangan 424,Keuangan,"Jl. Diponegoro No. 334, Semarang, Jawa Tengah",0812-424-1324,64.568.172.0-820.964,https://www.mandiri-keuangan-424.co.id
95057.61,5155.51,18.44,Indonesia,False,Technology,False,12,PT,Normal,IDN-PT-TECHNOLOGY-049,PT Technology Indonesia 049,PT Samudra Logistik 425,Transportasi,"Jl. Pahlawan No. 335, Denpasar, Bali",0812-425-1325,65.575.175.1-825.975,https://www.samudra-logistik-425.co.id
123656.96,8152.12,15.17,Indonesia,False,Technology,False,15,CV,Normal,IDN-CV-TECHNOLOGY-028,CV Technology Indonesia 028,PT Garuda Teknologi 426,Telekomunikasi,"Jl. Asia Afrika No. 336, Makassar, Sulawesi Selatan",0812-426-1326,66.582.178.2-830.986,https://www.garuda-teknologi-426.co.id
26162.36,2602.86,10.05,USA,False,Forestry,False,9,PT,Normal,USA-PT-FORESTRY-164,PT Forestry USA 164,PT Sejahtera Agro 427,Agrikultur,"Jl. Kebon Jeruk No. 337, Medan, Sumatera Utara",0812-427-1327,67.589.181.3-835.997,https://www.sejahtera-agro-427.co.id
173846.82,19115.14,9.09,Singapore,True,Holding Company,False,18,Foundation,Suspicious,SGP-FOUNDATION-HOLDING_COMPANY-092,Foundation Holding Company Singapore 092,PT Cahaya Mineral 428,Pertambangan,"Jl. Cendana No. 338, Balikpapan, Kalimantan Timur",0812-428-1328,68.596.184.4-840.108,https://www.cahaya-mineral-428.co.id
3164.28,,13.69,UK,True,,False,15,,Normal,UK-UNKNOWN-UNKNOWN-152,Unknown Unknown UK 152,PT Mekar Elektrik 429,Jasa,"Jl. Melati No. 339, Batam, Kepulauan Riau",0812-429-1329,69.603.187.5-845.119,https://www.mekar-elektrik-429.co.id
24664.78,2247.22,10.98,Indonesia,True,Technology,False,22,Foundation,Suspicious,IDN-FOUNDATION-TECHNOLOGY-032,Foundation Technology Indonesia 032,PT Nusantara Energi 430,Energi,"Jl. Merdeka No. 340, Jakarta Pusat, DKI Jakarta",0812-430-1330,70.610.190.6-850.130,https://www.nusantara-energi-430.co.id
9469.77,611.31,15.49,USA,False,Manufacturing,False,9,PT,Normal,USA-PT-MANUFACTURING-165,PT Manufacturing USA 165,PT Satria Digital 431,Manufaktur,"Jl. Sudirman No. 341, Bandung, Jawa Barat",0812-431-1331,71.617.193.7-855.141,https://www.satria-digital-431.co.id
116445.65,5897.73,19.74,China,False,Real Estate,True,18,Foundation,Suspicious,CHN-FOUNDATION-REAL_ESTATE-013,Foundation Real Estate China 013,PT Bumi Manufaktur 432,Teknologi,"Jl. Thamrin No. 342, Surabaya, Jawa Timur",0812-432-1332,72.624.196.8-860.152,https://www.bumi-manufaktur-432.co.id
4182.29,380.71,10.99,Singapore,False,Manufacturing,False,16,PT,Normal,SGP-PT-MANUFACTURING-107,PT Manufacturing Singapore 107,PT Arunika Kesehatan 433,Kesehatan,"Jl. Gatot Subroto No. 343, Yogyakarta, DI Yogyakarta",0812-433-1333,73.631.199.0-865.163,https://www.arunika-kesehatan-433.co.id
9080.42,606.32,14.98,USA,False,Energy,False,13,CV,Normal,USA-CV-ENERGY-154,CV Energy USA 154,PT Mandiri Keuangan 434,Keuangan,"Jl. Diponegoro No. 344, Semarang, Jawa Tengah",0812-434-1334,74.638.202.1-870.174,https://www.mandiri-keuangan-434.co.id
30786.9,1693.31,18.18,USA,False,Technology,False,17,PT,Normal,USA-PT-TECHNOLOGY-166,PT Technology USA 166,PT Samudra Logistik 435,Transportasi,"Jl. Pahlawan No. 345, Denpasar, Bali",0812-435-1335,75.645.205.2-875.185,https://www.samudra-logistik-435.co.id
293435.13,13722.42,21.38,China,True,Consulting,False,6,Foundation,Suspicious,CHN-FOUNDATION-CONSULTING-011,Foundation Consulting China 011,PT Garuda Teknologi 436,Telekomunikasi,"Jl. Asia Afrika No. 346, Makassar, Sulawesi Selatan",0812-436-1336,76.652.208.3-880.196,https://www.garuda-teknologi-436.co.id
20809.99,1048.65,19.84,USA,False,Energy,False,12,PT,Normal,USA-PT-ENERGY-163,PT Energy USA 163,PT Sejahtera Agro 437,Agrikultur,"Jl. Kebon Jeruk No. 347, Medan, Sumatera Utara",0812-437-1337,77.659.211.4-885.207,https://www.sejahtera-agro-437.co.id
188047.1,,15.62,Indonesia,True,,False,20,,Suspicious,IDN-UNKNOWN-UNKNOWN-056,Unknown Unknown Indonesia 056,PT Cahaya Mineral 438,Pertambangan,"Jl. Cendana No. 348, Balikpapan, Kalimantan Timur",0812-438-1338,78.666.214.5-890.218,https://www.cahaya-mineral-438.co.id
6165.41,499.03,12.35,Indonesia,False,Manufacturing,False,15,Ltd.,Normal,IDN-LTD-MANUFACTURING-040,Ltd. Manufacturing Indonesia 040,PT Mekar Elektrik 439,Jasa,"Jl. Melati No. 349, Batam, Kepulauan Riau",0812-439-1339,79.673.217.6-895.229,https://www.mekar-elektrik-439.co.id
10592.89,576.16,18.39,Singapore,False,Technology,False,11,PT,Normal,SGP-PT-TECHNOLOGY-109,PT Technology Singapore 109,PT Nusantara Energi 440,Energi,"Jl. Merdeka No. 350, Jakarta Pusat, DKI Jakarta",0812-440-1340,80.680.220.7-900.240,https://www.nusantara-energi-440.co.id
12117.82,,10.58,USA,False,,False,9,,Normal,USA-UNKNOWN-UNKNOWN-168,Unknown Unknown USA 168,PT Satria Digital 441,Manufaktur,"Jl. Sudirman No. 351, Bandung, Jawa Barat",0812-441-1341,81.687.223.8-905.251,https://www.satria-digital-441.co.id
34114.27,2664.64,12.8,Malaysia,False,Agriculture,False,16,Ltd.,Normal,MYS-LTD-AGRICULTURE-062,Ltd. Agriculture Malaysia 062,PT Bumi Manufaktur 442,Teknologi,"Jl. Thamrin No. 352, Surabaya, Jawa Timur",0812-442-1342,82.694.226.0-910.262,https://www.bumi-manufaktur-442.co.id
6170.42,384.55,16.05,UK,True,Manufacturing,False,13,PT.,Normal,UK-PT-MANUFACTURING-151,PT. Manufacturing UK 151,PT Arunika Kesehatan 443,Kesehatan,"Jl. Gatot Subroto No. 353, Yogyakarta, DI Yogyakarta",0812-443-1343,83.701.229.1-915.273,https://www.arunika-kesehatan-443.co.id
96509.37,8420.25,11.46,Malaysia,False,Manufacturing,False,11,PT,Normal,MYS-PT-MANUFACTURING-070,PT Manufacturing Malaysia 070,PT Mandiri Keuangan 444,Keuangan,"Jl. Diponegoro No. 354, Semarang, Jawa Tengah",0812-444-1344,84.708.232.2-920.284,https://www.mandiri-keuangan-444.co.id
